Wavelength,Flux,BestFit,SkyFlux
5544.980,17.687,17.206,9.620
5546.257,17.810,17.399,9.589
5547.534,16.417,17.430,8.888
5548.812,14.797,17.312,8.049
5550.090,16.880,17.323,8.225
5551.368,15.927,17.284,8.892
5552.646,17.618,17.268,8.098
5553.925,17.213,17.141,7.851
5555.204,17.102,17.150,7.503
5556.483,17.668,17.266,7.594
5557.763,19.034,17.190,7.471
5559.043,16.983,17.107,7.724
5560.323,18.639,17.006,7.879
5561.603,17.652,17.037,7.682
5562.884,17.606,17.043,7.694
5564.165,17.550,17.003,8.985
5565.446,19.258,17.068,10.292
5566.728,17.406,17.106,9.482
5568.010,17.640,17.069,8.117
5569.292,18.454,16.943,7.629
5570.575,15.967,16.891,8.215
5571.857,18.068,16.991,7.915
5573.141,17.916,17.057,8.138
5574.424,17.662,16.816,8.343
5575.708,16.140,16.801,18.396
5576.992,8.937,16.758,173.711
5578.276,34.478,16.770,646.677
5579.561,40.387,16.848,686.839
5580.846,5.366,16.851,205.411
5582.131,19.380,16.933,12.601
5583.416,15.552,16.904,8.783
5584.702,16.707,16.839,7.762
5585.988,16.954,16.786,7.417
5587.274,19.277,16.800,7.267
5588.561,16.810,16.849,7.504
5589.848,16.767,16.679,8.816
5591.135,17.264,16.623,9.314
5592.423,17.370,16.643,8.552
5593.711,15.998,16.657,7.523
5594.999,17.716,16.684,7.181
5596.287,17.177,16.766,7.225
5597.576,18.012,16.783,7.410
5598.865,17.099,16.749,7.955
5600.154,17.427,16.758,8.213
5601.444,14.979,16.736,7.639
5602.734,16.227,16.679,7.560
5604.024,17.852,16.680,7.755
5605.315,17.266,16.697,8.890
5606.606,15.200,16.772,10.902
5607.897,15.831,16.744,9.771
5609.188,16.471,16.694,8.035
5610.480,16.786,16.684,7.796
5611.772,17.869,16.693,7.561
5613.064,17.824,16.758,7.519
5614.357,15.814,16.518,7.624
5615.650,14.906,16.581,7.654
5616.943,15.923,16.731,7.826
5618.236,15.733,16.694,8.294
5619.530,17.579,16.610,8.025
5620.824,19.065,16.629,7.640
5622.119,16.866,16.470,7.359
5623.413,17.899,16.505,8.191
5624.708,14.581,16.641,9.663
5626.004,16.753,16.612,9.552
5627.299,15.157,16.414,8.039
5628.595,17.810,16.446,7.717
5629.891,14.400,16.541,8.104
5631.188,17.078,16.583,7.702
5632.484,18.050,16.489,7.325
5633.782,16.776,16.390,7.899
5635.079,16.989,16.486,7.843
5636.377,15.715,16.584,7.317
5637.675,14.301,16.513,7.389
5638.973,15.495,16.425,7.441
5640.271,16.359,16.334,7.824
5641.570,16.527,16.299,8.201
5642.869,14.565,16.391,8.079
5644.169,16.508,16.400,7.980
5645.469,15.514,16.430,8.832
5646.769,16.933,16.341,9.240
5648.069,16.881,16.248,8.464
5649.370,16.399,16.272,8.444
5650.671,15.965,16.315,7.964
5651.972,17.915,16.158,7.406
5653.274,17.183,16.207,7.840
5654.575,18.618,16.281,7.904
5655.878,17.249,16.277,7.853
5657.180,17.129,16.233,8.352
5658.483,11.725,16.221,8.211
5659.786,17.454,16.236,7.898
5661.089,16.725,16.271,7.883
5662.393,16.841,16.362,8.075
5663.697,16.977,16.319,8.327
5665.001,18.340,16.205,8.246
5666.306,16.619,16.273,8.455
5667.611,17.720,16.320,8.835
5668.916,17.074,16.210,9.216
5670.221,17.671,16.112,9.722
5671.527,17.417,16.153,9.857
5672.833,15.126,16.286,10.018
5674.139,16.188,16.325,10.557
5675.446,13.591,16.198,10.838
5676.753,17.356,16.280,9.847
5678.060,18.592,16.299,10.001
5679.368,16.687,16.262,9.767
5680.676,15.841,16.241,10.229
5681.984,13.958,16.228,10.587
5683.292,15.646,16.274,11.713
5684.601,17.531,16.163,13.202
5685.910,18.831,16.102,13.692
5687.220,18.052,16.140,14.384
5688.529,15.853,16.169,15.238
5689.839,14.386,16.136,15.191
5691.150,15.856,16.217,15.040
5692.460,15.538,16.291,14.870
5693.771,16.777,16.275,13.188
5695.082,16.438,16.204,12.225
5696.394,17.310,16.166,11.599
5697.706,16.933,16.220,11.276
5699.018,17.512,16.322,10.813
5700.330,16.620,16.330,10.972
5701.643,17.285,16.302,10.379
5702.956,17.199,16.246,10.118
5704.269,15.950,16.224,9.379
5705.583,16.158,16.265,8.989
5706.897,18.145,16.140,8.965
5708.211,17.315,16.125,8.919
5709.525,17.271,16.123,8.997
5710.840,17.834,16.051,9.013
5712.155,16.094,15.995,9.580
5713.471,15.470,16.054,10.020
5714.786,16.683,16.039,9.237
5716.102,16.154,15.913,8.959
5717.419,15.364,16.000,9.333
5718.735,17.316,16.030,9.430
5720.052,16.672,15.971,8.768
5721.370,16.879,16.111,8.812
5722.687,15.970,16.183,9.005
5724.005,17.512,16.001,8.834
5725.323,15.087,16.006,9.189
5726.642,16.368,16.059,8.631
5727.960,15.536,15.958,8.789
5729.279,14.950,15.842,8.635
5730.599,17.209,15.977,8.313
5731.918,16.654,15.964,8.235
5733.238,16.966,15.983,8.202
5734.559,15.968,16.041,8.680
5735.879,15.741,16.050,8.802
5737.200,15.729,15.988,8.514
5738.521,14.529,15.902,8.632
5739.843,15.382,15.810,8.674
5741.165,16.998,15.777,8.334
5742.487,16.289,15.869,8.116
5743.809,16.878,15.966,8.328
5745.132,16.085,15.908,8.554
5746.455,15.259,15.889,8.423
5747.778,15.200,15.873,8.339
5749.102,16.905,15.811,7.812
5750.426,16.331,15.805,8.294
5751.750,15.619,15.841,8.586
5753.075,16.485,15.814,8.338
5754.399,16.314,15.831,8.401
5755.725,15.506,15.768,8.453
5757.050,15.329,15.870,8.322
5758.376,15.742,15.885,8.547
5759.702,13.762,15.738,8.948
5761.028,14.775,15.696,8.945
5762.355,17.870,15.737,8.301
5763.682,15.820,15.652,8.444
5765.009,14.168,15.576,8.924
5766.337,14.049,15.597,9.476
5767.665,16.035,15.676,10.498
5768.993,17.747,15.718,12.160
5770.321,16.366,15.705,14.821
5771.650,15.129,15.734,15.370
5772.979,15.635,15.692,12.636
5774.309,15.776,15.656,10.494
5775.638,14.939,15.661,9.686
5776.969,15.992,15.659,9.050
5778.299,14.925,15.719,8.859
5779.630,16.819,15.690,8.461
5780.960,16.088,15.644,9.000
5782.292,16.843,15.629,8.792
5783.623,16.098,15.627,8.452
5784.955,14.433,15.590,8.527
5786.287,16.561,15.498,8.540
5787.620,14.587,15.467,9.305
5788.953,15.591,15.449,10.290
5790.286,16.125,15.593,12.442
5791.619,14.556,15.753,15.115
5792.953,16.209,15.615,14.345
5794.287,16.878,15.506,11.597
5795.621,15.430,15.613,9.873
5796.956,15.585,15.682,9.683
5798.291,15.837,15.641,8.968
5799.626,16.885,15.593,9.012
5800.962,16.199,15.609,8.984
5802.298,15.086,15.575,9.094
5803.634,14.509,15.690,9.550
5804.970,13.975,15.661,9.307
5806.307,14.522,15.565,8.993
5807.644,14.561,15.582,8.815
5808.982,15.237,15.692,9.045
5810.319,16.755,15.674,8.892
5811.657,16.313,15.611,9.032
5812.996,13.691,15.647,9.824
5814.334,18.212,15.644,9.231
5815.673,14.979,15.557,9.072
5817.013,12.837,15.543,9.492
5818.352,16.487,15.647,9.316
5819.692,16.709,15.582,9.380
5821.032,15.523,15.603,9.288
5822.373,15.921,15.643,9.577
5823.713,14.635,15.636,10.068
5825.055,15.007,15.680,9.547
5826.396,16.206,15.740,9.551
5827.738,13.552,15.626,9.565
5829.080,16.299,15.663,8.915
5830.422,17.012,15.701,9.420
5831.765,16.486,15.619,9.735
5833.108,14.721,15.590,9.457
5834.451,13.434,15.710,9.478
5835.795,14.761,15.588,9.744
5837.139,15.465,15.541,9.525
5838.483,14.978,15.559,9.637
5839.827,16.916,15.581,9.587
5841.172,17.136,15.636,9.701
5842.517,14.621,15.602,9.844
5843.863,15.808,15.565,9.851
5845.208,14.974,15.550,9.983
5846.554,15.893,15.521,10.000
5847.901,15.679,15.507,9.886
5849.248,15.883,15.575,9.968
5850.595,14.613,15.625,9.937
5851.942,15.611,15.458,9.620
5853.289,14.675,15.385,9.933
5854.637,13.801,15.448,10.025
5855.986,15.939,15.502,9.786
5857.334,15.163,15.448,9.746
5858.683,16.041,15.396,9.824
5860.032,13.491,15.469,9.980
5861.382,15.685,15.418,10.102
5862.731,16.473,15.393,9.664
5864.082,14.564,15.452,9.689
5865.432,15.500,15.405,11.157
5866.783,16.037,15.261,14.664
5868.134,15.242,15.151,18.143
5869.485,15.212,15.195,16.957
5870.837,15.094,15.268,14.099
5872.189,14.036,15.255,10.951
5873.541,15.003,15.234,10.355
5874.894,15.847,15.373,10.469
5876.246,15.207,15.365,10.349
5877.600,15.642,15.419,9.927
5878.953,16.214,15.432,9.642
5880.307,14.697,15.394,9.208
5881.661,15.785,15.439,8.397
5883.016,16.256,15.375,8.793
5884.370,14.950,15.399,9.264
5885.725,14.547,15.365,9.558
5887.081,15.003,15.294,11.602
5888.437,16.824,15.263,23.383
5889.793,16.358,15.281,73.175
5891.149,12.026,15.316,137.577
5892.506,18.466,15.384,122.121
5893.863,12.067,15.354,41.899
5895.220,16.781,15.259,28.070
5896.577,16.005,15.211,80.179
5897.935,13.384,15.237,100.493
5899.293,16.033,15.224,53.089
5900.652,16.331,15.385,15.227
5902.011,15.626,15.398,9.615
5903.370,15.883,15.343,9.093
5904.729,16.363,15.349,9.987
5906.089,16.507,15.381,10.804
5907.449,15.027,15.428,11.782
5908.810,15.552,15.341,11.635
5910.170,15.729,15.346,10.212
5911.531,16.287,15.406,9.541
5912.893,17.613,15.392,9.605
5914.254,16.516,15.328,10.593
5915.616,16.131,15.419,13.899
5916.979,15.437,15.421,16.484
5918.341,14.840,15.342,14.531
5919.704,15.519,15.389,10.992
5921.067,16.500,15.525,10.200
5922.431,15.699,15.494,10.215
5923.795,13.749,15.353,10.678
5925.159,14.540,15.476,12.096
5926.523,15.527,15.430,13.321
5927.888,13.477,15.389,12.272
5929.253,14.968,15.463,10.620
5930.619,14.925,15.444,10.145
5931.984,15.549,15.399,12.319
5933.350,15.843,15.458,16.164
5934.717,14.089,15.481,18.301
5936.083,14.612,15.402,15.336
5937.450,15.528,15.307,11.665
5938.818,14.906,15.332,10.877
5940.185,14.880,15.431,10.592
5941.553,15.269,15.389,10.301
5942.922,15.178,15.493,10.097
5944.290,15.315,15.487,10.267
5945.659,15.118,15.333,11.433
5947.028,14.507,15.362,12.742
5948.398,17.008,15.457,12.514
5949.768,15.545,15.496,11.202
5951.138,14.364,15.464,10.657
5952.508,16.649,15.497,11.718
5953.879,14.879,15.548,15.339
5955.250,13.886,15.484,17.737
5956.621,16.864,15.530,14.283
5957.993,14.431,15.538,11.257
5959.365,15.552,15.504,10.047
5960.738,15.190,15.490,9.785
5962.110,17.562,15.512,10.050
5963.483,16.283,15.525,10.248
5964.856,13.704,15.506,10.494
5966.230,14.595,15.594,10.290
5967.604,14.529,15.569,9.846
5968.978,15.533,15.599,10.350
5970.353,15.833,15.697,11.417
5971.728,15.661,15.660,12.228
5973.103,15.417,15.674,11.845
5974.478,14.314,15.666,10.999
5975.854,16.238,15.614,10.899
5977.230,17.780,15.633,12.675
5978.607,14.870,15.732,14.435
5979.984,15.118,15.769,13.287
5981.361,16.769,15.695,10.669
5982.738,14.419,15.724,10.054
5984.116,14.988,15.686,10.046
5985.494,16.427,15.611,9.865
5986.872,16.626,15.629,9.996
5988.251,14.917,15.724,10.024
5989.630,15.658,15.647,9.929
5991.009,16.432,15.577,9.742
5992.389,15.856,15.645,9.454
5993.769,17.728,15.743,9.347
5995.149,15.446,15.770,9.583
5996.530,16.555,15.769,9.749
5997.911,14.884,15.818,9.916
5999.292,16.430,15.739,10.592
6000.674,16.725,15.699,10.333
6002.055,17.008,15.713,9.709
6003.438,15.895,15.740,10.102
6004.820,14.557,15.760,11.055
6006.203,15.992,15.734,10.746
6007.586,15.626,15.786,9.972
6008.970,14.598,15.789,9.235
6010.353,16.035,15.798,8.689
6011.737,15.953,15.862,8.706
6013.122,16.829,15.894,8.834
6014.507,15.231,15.797,8.901
6015.892,16.325,15.793,8.534
6017.277,15.547,15.795,8.513
6018.663,15.452,15.767,8.436
6020.049,15.477,15.744,8.526
6021.435,16.883,15.768,8.480
6022.822,15.931,15.819,8.548
6024.209,15.225,15.848,8.528
6025.596,15.527,15.728,8.635
6026.983,15.285,15.675,9.138
6028.371,16.072,15.731,9.308
6029.760,17.239,15.732,8.968
6031.148,16.850,15.842,8.716
6032.537,15.460,15.885,8.616
6033.926,14.856,15.931,9.140
6035.316,15.618,15.968,9.447
6036.706,15.531,15.944,9.235
6038.096,15.551,15.881,8.721
6039.486,17.768,15.913,8.248
6040.877,17.347,15.914,8.325
6042.268,16.697,15.984,8.384
6043.660,17.271,15.956,8.270
6045.051,15.978,15.839,8.112
6046.444,15.440,15.887,8.160
6047.836,17.187,16.081,8.016
6049.229,15.236,16.168,8.302
6050.622,16.143,16.061,8.128
6052.015,16.178,15.991,7.908
6053.409,16.277,16.085,8.036
6054.803,16.774,16.164,8.003
6056.197,17.561,15.976,7.912
6057.592,15.905,16.002,7.953
6058.987,15.364,16.081,8.015
6060.382,17.002,16.046,7.976
6061.778,15.933,15.983,8.031
6063.174,15.277,16.061,8.319
6064.570,17.090,16.124,8.385
6065.966,15.870,16.066,8.317
6067.363,15.526,16.117,8.248
6068.761,15.729,16.173,8.311
6070.158,15.815,16.158,8.254
6071.556,14.983,16.184,7.859
6072.954,17.294,16.247,7.651
6074.353,15.059,16.119,7.608
6075.751,15.596,16.140,7.424
6077.151,15.117,16.129,7.391
6078.550,15.380,16.057,7.505
6079.950,16.607,16.141,7.528
6081.350,15.826,16.122,7.476
6082.750,14.871,16.166,7.369
6084.151,15.473,16.231,7.303
6085.552,16.193,16.234,7.470
6086.954,16.120,16.193,7.700
6088.355,15.854,16.199,7.502
6089.758,14.051,16.245,7.657
6091.160,16.914,16.209,7.463
6092.563,16.545,16.255,7.169
6093.966,15.645,16.292,7.465
6095.369,17.569,16.287,7.625
6096.773,15.944,16.336,7.359
6098.177,15.808,16.344,7.346
6099.581,15.361,16.328,7.626
6100.986,15.176,16.271,7.786
6102.391,15.572,16.260,7.678
6103.796,15.282,16.281,7.603
6105.201,16.044,16.261,7.728
6106.607,14.578,16.321,7.849
6108.014,14.599,16.246,7.756
6109.420,16.957,16.273,7.574
6110.827,15.108,16.331,7.514
6112.234,15.836,16.296,7.454
6113.642,15.899,16.250,7.207
6115.050,17.381,16.381,7.202
6116.458,16.508,16.305,7.235
6117.867,16.528,16.238,7.230
6119.275,16.056,16.250,7.147
6120.685,15.929,16.246,7.036
6122.094,16.754,16.180,6.985
6123.504,15.555,16.207,6.995
6124.914,13.886,16.146,6.890
6126.325,14.812,16.161,6.875
6127.735,15.273,16.106,7.344
6129.146,16.552,16.019,7.465
6130.558,17.039,16.105,6.928
6131.970,17.194,16.081,6.958
6133.382,15.297,16.098,7.066
6134.794,16.016,16.150,7.174
6136.207,16.589,16.112,7.312
6137.620,15.343,16.025,7.746
6139.033,14.763,16.043,8.446
6140.447,15.307,16.055,8.692
6141.861,14.558,15.905,8.522
6143.276,13.785,15.868,8.438
6144.690,15.451,15.950,8.980
6146.105,15.218,15.961,9.382
6147.521,15.380,15.837,8.596
6148.936,16.394,15.888,7.832
6150.352,15.792,15.918,7.561
6151.769,16.423,15.980,7.802
6153.185,15.324,15.948,8.174
6154.602,16.145,15.859,8.548
6156.020,17.675,15.888,8.901
6157.437,16.501,15.857,8.853
6158.855,14.380,15.813,8.611
6160.274,14.437,15.774,8.617
6161.692,15.774,15.838,9.075
6163.111,16.245,15.875,9.377
6164.530,15.196,15.682,8.821
6165.950,14.428,15.571,7.995
6167.370,16.985,15.651,7.507
6168.790,15.869,15.761,7.493
6170.211,16.657,15.732,8.942
6171.632,15.896,15.630,10.325
6173.053,16.608,15.612,10.072
6174.474,14.077,15.528,8.553
6175.896,16.066,15.600,7.644
6177.319,15.800,15.667,8.086
6178.741,15.841,15.659,8.173
6180.164,16.791,15.582,7.523
6181.587,16.675,15.493,7.022
6183.011,16.084,15.544,7.027
6184.435,16.346,15.648,7.405
6185.859,16.517,15.633,7.476
6187.283,15.523,15.596,7.416
6188.708,16.916,15.546,7.146
6190.133,15.349,15.425,7.213
6191.559,15.102,15.503,7.265
6192.985,15.494,15.618,7.375
6194.411,15.283,15.612,7.629
6195.837,16.262,15.639,7.295
6197.264,15.260,15.698,6.869
6198.691,13.997,15.609,6.820
6200.119,13.666,15.513,6.893
6201.546,14.478,15.472,7.249
6202.975,14.813,15.393,8.336
6204.403,15.175,15.445,9.129
6205.832,16.292,15.512,8.707
6207.261,15.684,15.369,7.532
6208.690,14.502,15.496,6.821
6210.120,15.128,15.473,6.939
6211.550,15.069,15.526,7.040
6212.981,15.098,15.505,7.541
6214.411,15.718,15.434,8.112
6215.842,15.472,15.524,7.583
6217.274,14.966,15.456,6.954
6218.706,15.801,15.465,6.680
6220.138,15.019,15.470,7.098
6221.570,16.462,15.458,8.427
6223.003,16.700,15.437,9.527
6224.436,16.023,15.404,9.182
6225.869,15.732,15.408,7.740
6227.303,15.660,15.449,6.761
6228.737,16.388,15.349,6.442
6230.171,14.629,15.242,6.404
6231.606,15.172,15.278,6.555
6233.041,15.347,15.402,7.500
6234.477,16.441,15.430,10.767
6235.912,14.690,15.496,17.454
6237.348,15.238,15.485,21.587
6238.785,16.353,15.412,18.796
6240.221,16.300,15.398,13.596
6241.658,15.432,15.466,11.484
6243.096,14.889,15.375,11.525
6244.534,15.443,15.354,10.838
6245.972,15.369,15.422,9.218
6247.410,15.694,15.512,8.015
6248.849,16.308,15.535,7.256
6250.288,15.290,15.456,7.220
6251.727,15.500,15.373,6.894
6253.167,16.821,15.281,6.464
6254.607,15.864,15.160,6.589
6256.047,16.863,15.115,7.417
6257.488,15.279,15.165,12.640
6258.929,16.122,15.219,19.008
6260.370,15.699,15.294,19.361
6261.812,15.211,15.363,13.585
6263.254,15.370,15.423,9.294
6264.696,15.199,15.465,9.398
6266.139,14.904,15.447,10.990
6267.582,14.947,15.344,11.379
6269.025,14.786,15.242,10.109
6270.469,14.852,15.180,8.438
6271.913,15.257,15.197,7.473
6273.357,14.888,15.184,6.996
6274.802,15.152,15.152,7.089
6276.247,16.257,15.227,7.945
6277.692,15.365,15.320,9.083
6279.138,14.781,15.434,9.596
6280.584,14.909,15.399,8.664
6282.030,16.686,15.351,7.200
6283.477,14.788,15.390,6.944
6284.924,15.621,15.430,7.295
6286.371,16.211,15.429,9.451
6287.819,16.900,15.466,14.157
6289.267,16.971,15.423,17.160
6290.715,14.859,15.368,14.789
6292.164,14.209,15.401,10.060
6293.613,15.833,15.477,7.433
6295.062,16.010,15.443,7.635
6296.511,15.920,15.466,10.404
6297.961,13.017,15.493,29.178
6299.412,8.895,15.469,127.046
6300.862,28.387,15.462,384.378
6302.313,23.293,15.546,509.028
6303.765,8.744,15.531,349.146
6305.216,17.407,15.497,73.758
6306.668,15.492,15.498,19.058
6308.121,15.204,15.572,20.526
6309.573,17.086,15.583,19.626
6311.026,14.924,15.438,12.618
6312.480,14.657,15.510,7.982
6313.933,14.378,15.522,7.052
6315.387,14.862,15.500,6.823
6316.842,16.199,15.474,6.673
6318.296,15.271,15.465,6.760
6319.751,14.526,15.500,7.173
6321.207,15.632,15.537,8.851
6322.662,17.712,15.557,10.761
6324.119,15.018,15.598,10.827
6325.575,15.838,15.566,8.206
6327.032,15.437,15.541,7.241
6328.489,16.370,15.680,8.089
6329.946,14.904,15.709,13.697
6331.404,15.616,15.672,17.428
6332.862,14.744,15.596,15.530
6334.320,14.057,15.588,10.021
6335.779,15.165,15.653,7.011
6337.238,15.704,15.699,6.547
6338.697,15.570,15.767,6.530
6340.157,16.505,15.787,6.626
6341.617,17.464,15.651,6.788
6343.077,16.857,15.581,6.828
6344.538,16.644,15.663,6.911
6345.999,16.943,15.749,7.070
6347.460,15.136,15.856,7.674
6348.922,16.264,15.935,8.693
6350.384,15.400,15.915,9.641
6351.847,16.002,15.937,8.996
6353.309,15.914,16.035,7.073
6354.772,15.211,16.045,7.231
6356.236,15.608,15.922,10.216
6357.700,16.347,15.885,13.278
6359.164,15.287,15.776,12.845
6360.628,15.960,15.680,10.846
6362.093,15.620,15.716,23.830
6363.558,15.476,15.842,83.938
6365.023,17.972,15.912,152.636
6366.489,17.923,15.926,146.982
6367.955,15.524,15.935,72.109
6369.422,15.682,15.933,12.056
6370.888,14.467,15.886,7.254
6372.356,15.334,15.821,6.660
6373.823,15.984,15.852,6.744
6375.291,16.147,15.762,6.699
6376.759,15.325,15.797,6.853
6378.227,15.207,15.858,7.181
6379.696,16.397,15.791,7.940
6381.165,16.955,15.670,8.264
6382.635,16.129,15.712,7.883
6384.105,15.517,15.648,7.253
6385.575,15.292,15.656,7.973
6387.045,15.620,15.641,9.504
6388.516,15.315,15.604,10.307
6389.987,15.235,15.677,9.106
6391.459,14.806,15.661,7.267
6392.931,15.041,15.643,6.566
6394.403,17.041,15.668,6.589
6395.875,16.017,15.649,6.456
6397.348,15.556,15.629,6.357
6398.822,16.286,15.704,6.237
6400.295,17.197,15.644,6.170
6401.769,15.310,15.487,6.375
6403.243,15.067,15.540,6.458
6404.718,13.902,15.642,6.616
6406.193,15.163,15.620,6.235
6407.668,15.514,15.563,6.256
6409.144,15.798,15.579,6.365
6410.619,16.715,15.494,6.231
6412.096,16.772,15.593,6.367
6413.572,15.688,15.669,6.833
6415.049,15.303,15.620,7.321
6416.527,15.724,15.621,7.258
6418.004,16.135,15.565,6.638
6419.482,16.021,15.475,6.585
6420.961,15.058,15.479,7.437
6422.439,14.802,15.510,7.594
6423.918,15.163,15.511,7.015
6425.398,14.951,15.500,6.244
6426.877,16.397,15.448,6.091
6428.357,14.738,15.498,6.476
6429.838,15.819,15.385,6.011
6431.318,14.219,15.335,6.125
6432.799,14.925,15.447,6.102
6434.281,15.503,15.457,6.407
6435.762,14.680,15.279,6.389
6437.244,15.168,15.218,6.125
6438.727,15.307,15.243,5.902
6440.210,15.179,15.255,5.847
6441.693,15.098,15.258,5.830
6443.176,15.268,15.247,5.850
6444.660,15.945,15.040,5.909
6446.144,16.207,15.259,5.794
6447.628,15.835,15.379,5.895
6449.113,15.568,15.312,6.105
6450.598,14.846,15.262,6.411
6452.084,14.872,15.320,6.637
6453.570,15.002,15.316,7.065
6455.056,15.195,15.206,7.133
6456.542,15.396,15.238,6.524
6458.029,15.434,15.293,6.776
6459.516,15.402,15.254,7.162
6461.004,16.476,15.190,7.019
6462.492,15.704,15.152,7.043
6463.980,15.239,15.294,8.672
6465.468,14.757,15.328,11.592
6466.957,15.145,15.277,13.194
6468.447,14.133,15.276,12.347
6469.936,13.456,15.305,10.917
6471.426,14.940,15.226,11.347
6472.916,15.756,15.336,12.127
6474.407,14.875,15.352,10.155
6475.898,14.978,15.276,7.082
6477.389,15.814,15.270,6.597
6478.881,14.531,15.368,7.383
6480.373,14.874,15.368,7.405
6481.865,15.020,15.361,6.685
6483.358,14.980,15.350,6.068
6484.851,14.326,15.308,5.947
6486.344,14.828,15.250,5.767
6487.838,14.366,15.258,5.661
6489.332,15.122,15.366,5.809
6490.826,14.684,15.262,5.625
6492.321,15.346,15.230,5.638
6493.816,14.911,15.292,5.681
6495.312,15.820,15.290,5.744
6496.808,15.468,15.192,7.058
6498.304,15.248,15.247,11.538
6499.800,14.974,15.237,17.126
6501.297,14.682,15.063,17.836
6502.794,15.135,15.032,12.474
6504.292,14.226,15.147,8.237
6505.789,13.829,15.126,9.568
6507.288,16.526,15.211,9.599
6508.786,16.173,15.173,8.395
6510.285,14.818,15.196,6.319
6511.784,14.877,15.260,5.836
6513.284,15.946,15.243,5.860
6514.784,15.411,15.141,6.558
6516.284,16.524,15.148,6.534
6517.785,14.262,15.134,6.063
6519.285,14.422,15.076,5.658
6520.787,14.870,15.026,5.712
6522.288,16.134,15.042,7.050
6523.790,15.740,15.116,8.603
6525.293,14.815,15.120,8.392
6526.795,15.634,15.085,7.199
6528.298,15.746,15.130,6.402
6529.802,15.762,15.169,6.103
6531.306,15.133,15.129,6.962
6532.810,15.264,15.082,10.790
6534.314,16.369,15.137,14.958
6535.819,14.640,15.139,14.658
6537.324,14.369,15.226,9.740
6538.829,15.316,15.139,5.970
6540.335,15.038,14.941,6.075
6541.841,15.507,15.011,6.444
6543.348,14.300,15.065,7.883
6544.855,15.243,15.000,9.603
6546.362,16.289,15.027,10.612
6547.869,14.969,15.045,8.574
6549.377,13.416,15.011,6.638
6550.885,14.835,15.038,5.874
6552.394,15.050,15.025,8.042
6553.903,15.069,15.022,13.793
6555.412,14.075,15.101,17.854
6556.922,14.776,15.120,14.733
6558.432,14.865,15.058,8.838
6559.942,14.458,15.050,6.536
6561.453,14.814,15.029,8.375
6562.964,14.204,15.008,13.016
6564.475,14.122,15.034,16.590
6565.987,15.486,15.018,14.039
6567.499,15.626,14.992,8.511
6569.011,14.919,15.047,7.938
6570.524,14.545,14.981,9.022
6572.037,16.671,14.935,8.523
6573.550,14.144,14.946,6.909
6575.064,14.944,14.927,6.369
6576.578,16.407,14.847,8.366
6578.093,14.376,14.815,13.660
6579.608,16.285,14.920,14.795
6581.123,15.574,14.908,10.886
6582.638,14.002,14.987,7.276
6584.154,14.473,14.968,6.828
6585.671,13.682,14.824,6.680
6587.187,15.463,14.836,5.956
6588.704,15.526,14.960,5.673
6590.221,14.617,15.038,5.667
6591.739,14.632,14.949,5.730
6593.257,14.038,14.917,5.806
6594.775,14.867,14.947,5.931
6596.294,16.000,14.850,6.693
6597.813,15.884,14.902,7.752
6599.332,15.404,14.923,7.847
6600.852,14.352,14.907,6.888
6602.372,14.684,14.840,6.298
6603.893,14.211,14.818,7.813
6605.413,15.194,14.907,10.231
6606.934,15.965,14.812,9.968
6608.456,14.990,14.804,7.196
6609.978,15.184,14.837,5.443
6611.500,15.138,14.852,5.643
6613.022,14.521,14.831,5.530
6614.545,15.952,14.795,5.321
6616.069,13.535,14.804,5.599
6617.592,14.197,14.721,5.689
6619.116,14.152,14.748,5.530
6620.640,14.463,14.816,5.514
6622.165,14.666,14.802,5.348
6623.690,15.069,14.748,5.304
6625.215,15.185,14.803,5.325
6626.741,14.994,14.852,5.708
6628.267,14.507,14.734,6.521
6629.793,15.150,14.655,6.840
6631.320,15.037,14.697,6.273
6632.847,14.636,14.721,5.971
6634.375,14.860,14.794,6.665
6635.903,13.934,14.786,7.479
6637.431,15.432,14.719,7.229
6638.959,14.364,14.673,6.096
6640.488,13.873,14.698,5.753
6642.017,14.786,14.743,5.924
6643.547,16.036,14.683,5.525
6645.077,14.758,14.745,5.415
6646.607,13.315,14.725,5.331
6648.138,15.958,14.703,5.459
6649.669,15.374,14.722,5.371
6651.200,14.761,14.677,5.546
6652.732,15.367,14.677,5.641
6654.264,15.170,14.722,5.432
6655.796,15.158,14.614,5.384
6657.329,15.320,14.542,5.583
6658.862,15.032,14.613,5.626
6660.395,16.276,14.668,5.640
6661.929,15.519,14.662,5.888
6663.463,14.845,14.672,6.107
6664.998,14.813,14.659,5.905
6666.532,14.622,14.665,5.847
6668.068,14.821,14.646,6.291
6669.603,14.952,14.578,6.618
6671.139,14.907,14.725,6.290
6672.675,14.759,14.598,5.719
6674.212,14.672,14.455,5.468
6675.749,14.061,14.474,5.508
6677.286,14.902,14.552,5.400
6678.824,15.242,14.534,5.376
6680.362,15.125,14.570,5.404
6681.900,13.619,14.564,5.446
6683.439,13.925,14.532,5.552
6684.978,14.304,14.509,5.414
6686.518,14.514,14.495,5.513
6688.058,14.519,14.459,5.594
6689.598,14.276,14.409,5.503
6691.138,14.451,14.453,5.517
6692.679,14.810,14.465,5.233
6694.220,14.604,14.407,5.317
6695.762,13.441,14.389,5.472
6697.304,14.366,14.480,5.515
6698.846,13.598,14.433,5.917
