Wavelength,Flux,BestFit,SkyFlux
6700.389,14.514,14.465,6.473
6701.932,15.469,14.470,6.555
6703.475,14.508,14.402,6.227
6705.019,15.219,14.366,6.009
6706.563,16.671,14.434,6.012
6708.107,15.594,14.376,6.007
6709.652,14.726,14.318,6.019
6711.197,15.478,14.312,5.847
6712.743,15.005,14.372,5.641
6714.289,14.484,14.416,5.795
6715.835,13.879,14.355,6.533
6717.381,15.284,14.331,6.549
6718.928,14.487,14.336,6.212
6720.475,14.408,14.363,5.954
6722.023,14.874,14.352,5.501
6723.571,14.503,14.301,5.652
6725.119,14.819,14.284,5.493
6726.668,12.859,14.306,5.564
6728.217,14.248,14.302,5.578
6729.767,13.174,14.213,5.846
6731.316,14.327,14.175,5.996
6732.866,15.036,14.234,6.057
6734.417,14.540,14.258,5.600
6735.968,14.549,14.201,5.424
6737.519,14.423,14.181,5.374
6739.071,14.442,14.239,5.522
6740.622,14.221,14.284,5.657
6742.175,14.083,14.257,5.980
6743.727,13.735,14.214,5.968
6745.280,13.524,14.244,6.018
6746.834,14.555,14.222,6.034
6748.387,14.834,14.165,5.709
6749.941,13.951,14.157,5.504
6751.496,13.058,14.181,5.552
6753.051,13.469,14.148,5.346
6754.606,15.350,14.118,5.265
6756.161,14.299,14.131,5.309
6757.717,13.870,14.141,5.404
6759.273,15.258,14.116,5.365
6760.830,14.847,14.104,5.342
6762.387,14.841,14.148,5.356
6763.944,14.879,14.126,5.288
6765.502,14.471,14.094,5.175
6767.060,14.638,14.139,5.251
6768.618,14.572,14.137,5.269
6770.177,13.826,14.064,5.374
6771.736,13.571,14.046,5.464
6773.295,13.515,14.025,5.239
6774.855,13.631,14.023,5.188
6776.415,13.718,14.033,5.325
6777.976,14.459,14.078,5.453
6779.536,13.417,14.115,5.471
6781.098,14.968,14.080,5.274
6782.659,14.182,14.103,5.270
6784.221,14.373,14.172,5.482
6785.784,14.750,14.128,5.495
6787.346,14.138,14.064,5.490
6788.909,14.177,14.067,5.611
6790.473,14.810,14.083,5.520
6792.036,14.596,14.068,5.495
6793.600,14.040,14.018,5.323
6795.165,13.917,13.958,5.047
6796.730,13.212,13.948,5.091
6798.295,13.008,14.004,5.226
6799.860,13.730,14.033,5.245
6801.426,13.268,13.904,5.255
6802.993,13.516,13.951,5.091
6804.559,14.168,14.005,5.142
6806.126,13.551,13.967,5.255
6807.694,14.035,13.895,5.027
6809.261,13.384,13.874,5.124
6810.829,14.281,13.851,5.215
6812.398,14.949,13.968,4.978
6813.967,13.883,14.008,5.134
6815.536,15.343,13.941,5.175
6817.105,13.576,13.854,4.938
6818.675,13.285,13.839,5.219
6820.245,14.105,13.941,5.184
6821.816,14.468,13.970,5.299
6823.387,14.359,13.983,5.147
6824.958,13.321,13.903,5.275
6826.530,14.892,13.803,6.582
6828.102,13.327,13.863,12.299
6829.674,15.756,13.872,21.794
6831.247,14.647,13.805,25.705
6832.820,14.011,13.896,21.704
6834.394,15.032,13.923,20.420
6835.968,14.009,13.811,23.222
6837.542,13.766,13.802,19.076
6839.116,13.713,13.851,10.635
6840.691,13.989,13.867,7.325
6842.267,13.483,13.949,8.893
6843.842,13.632,13.989,9.807
6845.418,13.715,13.928,8.372
6846.995,13.457,13.874,6.050
6848.572,13.957,13.902,5.279
6850.149,14.142,13.867,5.614
6851.726,14.950,13.920,5.937
6853.304,14.151,13.904,5.967
6854.882,14.125,13.792,5.633
6856.461,13.382,13.811,5.353
6858.040,13.778,13.929,5.464
6859.619,14.477,13.865,5.178
6861.199,14.671,13.893,5.891
6862.779,12.716,13.924,11.511
6864.359,13.341,13.865,28.744
6865.940,15.607,13.858,38.604
6867.521,13.650,13.968,30.012
6869.103,13.503,13.844,10.754
6870.684,13.167,13.849,8.069
6872.267,13.845,13.833,10.564
6873.849,14.778,13.742,9.991
6875.432,13.611,13.810,6.948
6877.015,13.234,13.873,5.480
6878.599,13.169,13.771,5.120
6880.183,12.660,13.832,6.354
6881.768,14.067,13.860,8.475
6883.352,14.336,13.766,9.455
6884.937,14.322,13.785,8.100
6886.523,14.785,13.866,6.198
6888.109,12.959,13.779,7.224
6889.695,15.115,13.736,10.704
6891.282,14.180,13.694,12.889
6892.869,13.580,13.677,10.485
6894.456,13.160,13.777,7.171
6896.044,13.696,13.706,5.975
6897.632,14.074,13.726,5.860
6899.220,13.058,13.707,6.382
6900.809,13.334,13.669,9.498
6902.398,14.294,13.693,12.934
6903.988,13.643,13.740,11.837
6905.577,12.985,13.653,7.758
6907.168,13.707,13.584,5.399
6908.758,14.143,13.584,5.097
6910.349,13.888,13.605,5.584
6911.941,14.128,13.618,8.231
6913.532,13.401,13.610,13.622
6915.124,12.513,13.515,15.364
6916.717,13.542,13.488,10.449
6918.310,12.941,13.463,5.664
6919.903,14.120,13.434,5.337
6921.496,13.584,13.425,6.595
6923.090,12.833,13.436,14.283
6924.685,14.132,13.449,23.872
6926.279,14.385,13.330,22.274
6927.874,13.300,13.281,10.700
6929.470,12.224,13.299,5.844
6931.065,12.699,13.329,5.345
6932.662,13.138,13.353,5.238
6934.258,13.338,13.282,4.972
6935.855,13.043,13.293,4.752
6937.452,13.461,13.220,5.406
6939.050,12.075,13.191,8.669
6940.648,14.867,13.255,13.526
6942.246,13.784,13.229,14.409
6943.845,13.405,13.103,8.919
6945.444,13.438,13.156,5.848
6947.043,12.611,13.141,5.878
6948.643,12.864,13.097,13.621
6950.243,13.286,13.057,24.325
6951.844,14.039,12.979,24.916
6953.445,12.871,13.074,13.970
6955.046,13.381,13.111,7.375
6956.648,13.086,13.073,6.232
6958.250,12.270,13.044,6.380
6959.852,13.191,13.030,6.297
6961.455,12.405,12.993,6.054
6963.058,13.115,13.031,5.966
6964.661,12.917,13.001,5.902
6966.265,13.294,13.018,5.904
6967.869,13.253,13.036,6.374
6969.474,12.329,13.025,8.243
6971.079,13.915,13.022,10.798
6972.684,14.187,12.949,11.001
6974.290,13.006,13.035,8.166
6975.896,13.714,13.036,6.108
6977.502,13.434,12.975,8.944
6979.109,12.311,12.990,15.230
6980.716,12.824,13.055,18.469
6982.324,13.699,12.959,13.726
6983.932,13.306,13.085,7.219
6985.540,14.033,13.037,5.798
6987.149,13.328,12.932,5.989
6988.758,13.037,12.953,6.227
6990.367,13.086,13.011,5.898
6991.977,12.959,13.021,5.862
6993.587,12.212,13.148,5.668
6995.198,12.928,13.113,5.449
6996.809,13.035,13.042,5.577
6998.420,13.252,13.081,6.010
7000.032,13.166,13.138,6.004
7001.644,13.208,13.135,5.826
7003.256,12.851,13.157,6.774
7004.869,13.273,13.058,8.180
7006.482,14.228,13.016,8.636
7008.095,13.057,13.094,6.703
7009.709,13.951,13.108,5.476
7011.323,13.573,13.063,8.014
7012.938,14.128,13.065,11.467
7014.553,13.609,13.109,10.800
7016.168,13.162,13.116,6.651
7017.784,13.647,13.078,4.995
7019.400,13.454,13.057,4.873
7021.017,13.445,13.020,4.821
7022.633,13.788,12.983,4.987
7024.251,13.137,13.020,4.880
7025.868,13.671,13.077,4.910
7027.486,13.930,13.080,5.043
7029.105,13.554,13.053,5.228
7030.723,13.364,13.114,5.299
7032.342,14.455,13.057,5.410
7033.962,13.488,13.028,5.126
7035.582,12.627,13.036,5.019
7037.202,13.544,13.013,4.895
7038.822,12.988,12.969,4.926
7040.443,13.678,13.012,5.348
7042.065,12.184,12.968,6.274
7043.686,13.156,12.957,6.624
7045.308,12.643,13.008,6.464
7046.931,14.230,13.072,7.278
7048.553,14.267,13.060,9.752
7050.177,12.952,12.894,11.256
7051.800,12.679,13.065,10.331
7053.424,12.933,13.101,8.485
7055.048,11.844,13.013,7.393
7056.673,11.507,13.022,6.666
7058.298,13.136,13.114,5.991
7059.924,13.482,13.035,5.537
7061.549,13.307,13.093,5.459
7063.176,13.148,13.124,6.144
7064.802,12.901,13.134,6.693
7066.429,13.213,13.106,6.875
7068.056,13.607,13.012,7.032
7069.684,13.555,13.114,7.056
7071.312,13.037,12.998,6.961
7072.940,13.295,12.942,6.620
7074.569,13.344,12.952,6.483
7076.198,12.688,12.975,6.352
7077.828,12.668,13.075,6.400
7079.458,13.454,13.184,6.382
7081.088,13.469,13.070,6.649
7082.719,13.087,13.049,6.921
7084.350,13.024,13.125,7.094
7085.981,13.231,13.161,6.976
7087.613,12.891,13.103,6.395
7089.245,12.842,12.995,7.293
7090.878,12.283,13.087,8.117
7092.511,13.087,13.155,7.266
7094.144,12.925,13.166,6.520
7095.778,12.834,13.172,5.674
7097.412,12.321,13.173,5.174
7099.046,12.056,13.166,5.094
7100.681,12.999,13.183,5.407
7102.316,13.974,13.251,5.047
7103.952,13.451,13.261,5.226
7105.588,12.910,13.258,5.382
7107.224,13.516,13.350,5.196
7108.861,12.858,13.265,5.218
7110.498,12.334,13.329,5.481
7112.135,13.254,13.341,5.472
7113.773,13.155,13.338,5.193
7115.411,13.565,13.387,5.234
7117.050,13.161,13.401,5.063
7118.689,13.294,13.335,5.117
7120.328,13.622,13.374,5.062
7121.968,13.626,13.419,4.927
7123.608,13.657,13.436,4.834
7125.248,12.656,13.433,4.969
7126.889,12.957,13.421,5.316
7128.530,13.332,13.451,5.953
7130.172,14.076,13.453,6.217
7131.814,13.889,13.463,5.968
7133.456,13.423,13.479,6.069
7135.099,12.779,13.482,6.406
7136.742,14.345,13.472,5.932
7138.386,13.397,13.469,5.203
7140.029,14.219,13.564,5.017
7141.674,12.676,13.549,5.835
7143.318,12.861,13.532,7.061
7144.963,13.671,13.588,8.314
7146.609,12.771,13.575,8.740
7148.254,13.388,13.470,8.203
7149.901,12.346,13.591,7.656
7151.547,12.142,13.642,6.780
7153.194,12.977,13.609,6.056
7154.841,14.181,13.618,5.254
7156.489,13.279,13.681,5.451
7158.137,13.817,13.696,5.775
7159.785,13.852,13.693,5.973
7161.434,13.654,13.661,6.318
7163.083,14.158,13.655,6.497
7164.733,13.127,13.682,6.406
7166.383,13.456,13.686,6.652
7168.033,13.950,13.682,6.601
7169.684,13.389,13.690,6.451
7171.335,12.955,13.700,6.472
7172.986,13.968,13.751,6.175
7174.638,13.462,13.819,6.136
7176.290,14.322,13.823,6.271
7177.943,13.843,13.787,6.383
7179.596,13.317,13.789,6.174
7181.249,13.998,13.780,6.357
7182.903,13.435,13.800,6.589
7184.557,13.352,13.816,6.134
7186.212,13.404,13.764,5.559
7187.866,13.499,13.832,5.119
7189.522,13.308,13.858,5.110
7191.177,14.088,13.855,5.046
7192.833,14.678,13.861,4.990
7194.490,14.071,13.896,4.942
7196.147,13.844,13.945,5.008
7197.804,14.072,13.943,4.835
7199.461,14.338,13.913,4.931
7201.119,13.724,13.967,5.221
7202.778,13.629,14.007,5.175
7204.436,13.839,13.977,4.973
7206.095,13.779,13.969,4.988
7207.755,14.284,14.029,4.827
7209.415,13.854,14.018,4.740
7211.075,13.731,14.033,4.770
7212.735,13.351,14.033,4.588
7214.396,13.060,14.001,4.644
7216.058,13.716,14.032,4.686
7217.719,14.233,14.155,4.671
7219.382,13.985,14.155,4.724
7221.044,14.195,14.120,5.045
7222.707,13.621,14.083,5.643
7224.370,13.512,14.053,6.027
7226.034,13.494,14.088,6.173
7227.698,13.954,14.189,5.938
7229.362,14.342,14.143,5.803
7231.027,13.598,14.146,5.843
7232.692,13.852,14.184,5.851
7234.358,14.186,14.177,6.096
7236.024,15.005,14.134,6.390
7237.690,13.614,14.107,9.570
7239.357,13.089,14.172,23.736
7241.024,14.804,14.182,46.204
7242.692,15.677,14.190,54.672
7244.360,15.392,14.216,49.161
7246.028,15.249,14.193,51.581
7247.697,14.432,14.209,51.110
7249.366,13.339,14.217,30.473
7251.035,13.895,14.243,12.284
7252.705,14.137,14.272,10.962
7254.375,13.245,14.284,15.149
7256.046,13.617,14.283,16.238
7257.717,13.203,14.286,12.451
7259.388,13.341,14.337,8.257
7261.060,13.645,14.346,6.392
7262.732,13.830,14.348,6.158
7264.404,14.795,14.393,6.113
7266.077,14.636,14.434,6.327
7267.750,13.394,14.370,7.166
7269.424,13.162,14.441,8.287
7271.098,14.723,14.537,8.572
7272.772,14.929,14.584,8.155
7274.447,13.207,14.608,12.810
7276.122,12.713,14.659,40.792
7277.798,14.782,14.693,71.559
7279.474,15.485,14.690,66.072
7281.150,14.679,14.758,29.245
7282.827,14.237,14.810,12.128
7284.504,14.378,14.787,20.818
7286.182,17.062,14.805,31.167
7287.860,15.276,14.994,26.534
7289.538,14.005,15.073,13.297
7291.217,13.914,15.164,7.327
7292.896,14.697,15.223,6.942
7294.575,15.495,15.267,7.700
7296.255,14.893,15.409,10.925
7297.935,16.128,15.496,13.182
7299.616,16.314,15.600,10.582
7301.297,15.386,15.672,6.716
7302.978,16.254,15.758,9.619
7304.660,16.218,15.872,18.082
7306.342,16.546,15.974,20.890
7308.025,16.096,16.120,13.705
7309.708,14.660,16.240,7.616
7311.391,15.773,16.434,6.810
7313.075,16.419,16.561,7.467
7314.759,15.716,16.588,12.278
7316.443,15.218,16.700,34.810
7318.128,17.270,16.911,56.857
7319.813,16.038,16.995,45.458
7321.499,17.376,17.131,17.097
7323.185,18.332,17.265,6.428
7324.871,17.751,17.369,5.452
7326.558,19.565,17.549,5.176
7328.245,17.379,17.729,10.921
7329.933,18.171,17.820,23.137
7331.621,19.346,17.882,29.103
7333.309,17.186,17.959,19.082
7334.998,18.302,18.086,8.477
7336.687,19.812,18.238,5.617
7338.377,19.579,18.245,6.099
7340.067,18.015,18.294,21.403
7341.757,18.262,18.282,54.890
7343.448,21.541,18.285,66.717
7345.139,19.126,18.369,35.689
7346.830,18.062,18.421,11.593
7348.522,18.663,18.303,6.822
7350.214,19.117,18.295,6.460
7351.907,18.261,18.306,6.951
7353.600,18.052,18.294,7.510
7355.293,17.677,18.212,7.173
7356.987,17.494,18.035,7.951
7358.681,17.844,17.963,17.009
7360.376,18.758,17.913,26.685
7362.071,18.456,17.767,22.455
7363.766,17.821,17.659,10.767
7365.462,20.146,17.569,6.739
7367.158,18.375,17.347,7.582
7368.855,18.167,17.246,22.431
7370.552,18.365,17.139,48.687
7372.249,20.392,16.908,50.964
7373.947,16.446,16.784,23.001
7375.645,16.539,16.759,8.907
7377.343,16.455,16.535,6.799
7379.042,17.601,16.266,6.015
7380.742,15.624,16.237,6.149
7382.441,16.853,16.165,5.556
7384.141,16.593,16.027,5.508
7385.842,17.040,15.939,5.618
7387.543,16.724,15.869,5.399
7389.244,16.388,15.598,5.481
7390.946,16.198,15.462,7.683
7392.648,17.802,15.346,15.681
7394.350,16.171,15.314,21.390
7396.053,15.299,15.283,15.360
7397.756,15.785,15.070,6.335
7399.460,14.624,15.015,6.227
7401.164,14.303,14.967,12.909
7402.868,15.589,14.854,31.691
7404.573,15.579,14.767,37.741
7406.278,14.896,14.734,18.393
7407.983,14.738,14.656,6.043
7409.689,14.974,14.540,4.949
7411.396,14.982,14.587,4.804
7413.102,15.106,14.558,5.834
7414.810,14.834,14.472,6.338
7416.517,14.714,14.426,5.813
7418.225,13.911,14.387,5.743
7419.933,15.347,14.261,5.595
7421.642,14.902,14.213,5.220
7423.351,13.769,14.249,5.143
7425.061,13.848,14.264,5.257
7426.770,13.794,14.218,5.211
7428.481,14.146,14.154,5.916
7430.191,14.157,14.066,10.054
7431.902,13.574,14.109,13.801
7433.614,14.263,14.038,10.604
7435.326,13.272,13.949,6.083
7437.038,14.428,13.908,6.988
7438.751,13.312,13.845,14.340
7440.464,14.008,13.931,21.357
7442.177,14.803,13.878,16.885
7443.891,14.035,13.835,7.668
7445.605,13.081,13.798,5.127
7447.320,13.513,13.796,5.108
7449.035,13.295,13.876,5.056
7450.750,13.603,13.767,4.945
7452.466,12.678,13.698,4.984
7454.182,12.856,13.678,5.053
7455.899,13.601,13.714,4.877
7457.616,13.324,13.741,4.960
7459.333,12.802,13.683,5.493
7461.051,13.069,13.694,5.827
7462.769,13.783,13.680,6.781
7464.488,13.415,13.600,8.019
7466.207,12.755,13.531,9.111
7467.926,12.746,13.533,10.168
7469.646,12.681,13.550,10.089
7471.366,12.868,13.451,10.858
7473.086,12.763,13.436,14.695
7474.807,13.756,13.424,17.076
7476.529,13.725,13.438,14.170
7478.250,13.449,13.465,10.463
7479.972,13.960,13.441,13.043
7481.695,13.442,13.453,17.297
7483.418,14.429,13.415,17.995
7485.141,13.395,13.337,17.416
7486.865,12.971,13.302,14.282
7488.589,12.529,13.305,8.724
7490.314,12.873,13.270,6.223
7492.038,12.267,13.266,5.806
7493.764,13.158,13.274,7.112
7495.489,12.678,13.209,8.588
7497.216,13.004,13.145,7.558
7498.942,12.253,13.133,5.751
7500.669,13.598,13.103,5.316
7502.396,13.267,12.997,5.626
7504.124,12.209,12.957,5.695
7505.852,12.947,13.003,5.268
7507.581,13.109,13.026,4.905
7509.309,11.776,12.995,4.856
7511.039,12.782,12.982,4.843
7512.768,13.152,12.959,4.787
7514.498,12.420,12.936,4.766
7516.229,12.510,12.874,5.145
7517.960,11.747,12.848,7.280
7519.691,12.779,12.870,8.270
7521.423,13.084,12.865,7.981
7523.155,11.888,12.873,12.883
7524.887,13.267,12.857,32.788
7526.620,13.656,12.821,39.824
7528.353,12.653,12.806,22.163
7530.087,12.641,12.805,9.527
7531.821,13.270,12.785,13.672
7533.556,12.409,12.802,14.207
7535.291,11.858,12.741,8.791
7537.026,12.833,12.731,5.125
7538.761,13.316,12.703,5.623
7540.497,12.586,12.647,6.806
7542.234,12.632,12.657,7.727
7543.971,11.670,12.613,7.215
7545.708,11.704,12.648,5.757
7547.446,12.441,12.639,5.133
7549.184,11.602,12.561,5.025
7550.922,12.608,12.514,5.073
7552.661,11.887,12.569,5.001
7554.400,12.033,12.577,5.566
7556.140,11.402,12.572,6.482
7557.880,11.941,12.537,9.200
7559.621,13.775,12.493,11.505
7561.361,13.242,12.483,9.554
7563.103,11.376,12.491,6.313
7564.844,11.399,12.417,5.219
7566.586,12.673,12.502,5.616
7568.329,11.848,12.504,6.804
7570.072,11.657,12.457,9.185
7571.815,13.150,12.449,17.744
7573.559,13.006,12.426,27.595
7575.303,11.212,12.371,24.417
7577.047,12.568,12.384,12.520
7578.792,13.144,12.351,6.397
7580.537,11.843,12.287,4.989
7582.283,12.065,12.256,5.079
7584.029,12.916,12.261,4.964
7585.776,12.044,12.252,7.848
7587.523,12.754,12.274,13.023
7589.270,12.124,12.269,12.703
7591.018,12.103,12.254,7.278
7592.766,10.618,12.241,5.304
7594.514,11.138,12.198,5.617
7596.263,13.610,12.146,6.462
7598.012,11.553,12.168,13.131
7599.762,12.862,12.195,28.288
7601.512,13.978,12.186,33.054
7603.263,11.706,12.134,18.952
7605.014,14.118,12.071,9.728
7606.765,13.534,12.104,9.351
7608.517,13.616,12.199,11.563
7610.269,13.299,12.151,10.292
7612.021,15.597,12.091,9.352
7613.774,13.918,12.085,8.994
7615.528,12.674,12.037,8.016
7617.281,11.191,12.089,8.598
7619.036,12.075,12.036,11.512
7620.790,11.676,11.964,12.958
7622.545,11.623,11.989,11.452
7624.300,11.901,12.059,10.080
7626.056,12.086,12.028,9.978
7627.812,12.110,11.970,12.977
7629.569,11.445,11.928,21.659
7631.326,13.397,11.936,24.726
7633.083,12.364,11.947,16.112
7634.841,10.844,11.939,8.387
7636.599,11.789,11.926,6.611
7638.358,10.543,11.869,6.021
7640.117,12.784,11.914,6.166
7641.876,12.610,11.938,6.908
7643.636,12.448,11.911,6.650
7645.396,12.441,11.889,6.358
7647.157,11.494,11.906,6.074
7648.918,11.657,11.918,5.788
7650.679,10.636,11.928,5.899
7652.441,11.738,11.911,6.475
7654.203,10.854,11.937,9.000
7655.966,11.669,11.995,10.215
7657.729,12.612,11.994,7.216
7659.493,12.621,12.025,4.909
7661.256,12.040,12.024,6.312
7663.021,12.271,11.948,11.152
7664.785,12.203,11.967,14.457
7666.550,12.682,12.042,10.478
7668.316,11.612,11.974,5.602
7670.082,11.675,12.027,4.707
7671.848,13.090,12.053,4.821
7673.615,11.783,12.084,4.936
7675.382,12.615,12.108,4.974
7677.150,12.649,12.103,4.941
7678.917,12.469,12.102,4.444
7680.686,12.999,12.150,4.810
7682.455,12.019,12.111,5.924
7684.224,11.701,12.136,7.487
7685.993,11.718,12.179,9.382
7687.763,11.406,12.202,11.070
7689.534,11.495,12.255,11.370
7691.304,12.694,12.253,10.165
7693.076,12.171,12.176,9.695
7694.847,12.605,12.107,9.003
7696.619,11.358,12.165,8.011
7698.392,12.786,12.247,8.017
7700.164,12.855,12.179,10.276
7701.938,12.087,12.242,11.314
7703.711,12.593,12.232,8.683
7705.485,12.064,12.210,6.767
7707.260,11.963,12.229,5.454
7709.035,12.203,12.256,5.386
7710.810,12.043,12.240,7.454
7712.586,11.203,12.224,34.149
7714.362,12.159,12.184,65.837
7716.138,12.962,12.199,72.999
7717.915,11.067,12.245,75.818
7719.692,12.481,12.256,74.711
7721.470,13.836,12.210,37.249
7723.248,11.180,12.174,13.095
7725.027,12.527,12.183,15.891
7726.806,12.557,12.190,23.228
7728.585,12.907,12.224,22.619
7730.365,11.994,12.227,14.222
7732.145,11.492,12.137,7.882
7733.926,11.691,12.201,7.782
7735.707,12.690,12.162,9.367
7737.488,12.036,12.123,10.535
7739.270,12.027,12.160,9.135
7741.052,12.512,12.210,7.816
7742.835,12.833,12.176,7.557
7744.618,12.173,12.159,6.859
7746.401,12.224,12.097,6.813
7748.185,12.646,12.158,9.123
7749.970,10.748,12.168,34.968
7751.754,14.896,12.095,86.811
7753.539,16.434,12.150,94.574
7755.325,11.039,12.203,38.757
7757.111,12.574,12.140,10.828
7758.897,12.596,12.070,12.132
7760.684,12.949,12.031,31.129
7762.471,12.672,12.031,39.021
7764.259,10.693,12.064,23.195
7766.047,12.080,12.037,6.471
7767.835,12.981,12.032,5.707
7769.624,12.367,12.052,6.250
7771.413,12.575,12.112,7.947
7773.203,11.638,12.129,13.699
7774.993,10.343,12.009,21.049
7776.783,11.811,11.962,19.439
7778.574,12.025,12.012,11.829
7780.366,12.521,12.018,15.084
7782.157,12.181,12.022,25.561
7783.949,11.820,12.042,22.924
7785.742,12.116,12.000,12.230
7787.535,12.710,11.962,8.391
7789.328,12.112,12.012,8.511
7791.122,10.847,11.974,9.921
7792.916,11.471,11.919,19.023
7794.711,11.328,11.939,55.820
7796.506,12.146,11.968,74.856
7798.301,13.006,11.894,42.658
7800.097,11.753,11.857,10.659
7801.893,10.899,11.886,5.911
7803.690,10.686,11.912,5.690
7805.487,12.449,11.902,5.967
7807.284,11.208,11.892,9.074
7809.082,13.664,11.888,25.315
7810.881,11.413,11.827,35.923
7812.679,11.715,11.802,24.415
7814.478,12.668,11.821,9.378
7816.278,13.047,11.837,8.705
7818.078,11.920,11.814,8.666
7819.878,10.572,11.768,15.540
7821.679,11.852,11.745,49.196
7823.480,12.483,11.792,87.039
7825.282,11.174,11.766,64.468
7827.084,11.509,11.701,20.317
7828.887,11.959,11.763,7.617
7830.689,11.708,11.731,7.806
7832.493,11.899,11.712,7.034
7834.296,11.032,11.707,6.543
7836.101,11.436,11.682,6.781
7837.905,11.808,11.646,6.546
7839.710,10.844,11.617,6.966
7841.515,11.691,11.551,20.683
7843.321,11.396,11.595,32.435
7845.127,13.543,11.538,24.163
7846.934,11.911,11.481,7.871
7848.741,11.391,11.502,6.946
7850.548,11.297,11.488,13.399
7852.356,11.080,11.460,29.572
7854.165,10.510,11.454,72.937
7855.973,12.358,11.447,90.915
7857.782,11.596,11.421,53.184
7859.592,9.669,11.358,22.319
7861.402,11.150,11.272,32.694
7863.212,12.743,11.287,35.869
7865.023,11.946,11.373,21.011
7866.834,10.318,11.345,10.519
7868.646,11.519,11.274,16.024
7870.458,10.750,11.282,31.389
7872.270,10.999,11.320,41.999
7874.083,13.036,11.203,34.387
7875.896,10.807,11.248,13.381
7877.710,10.467,11.207,9.020
7879.524,11.758,11.137,20.976
7881.339,12.144,11.162,31.513
7883.154,10.377,11.196,30.199
7884.969,10.334,11.069,22.034
7886.785,11.061,11.025,12.440
7888.601,11.389,11.034,14.474
7890.418,10.781,10.998,36.864
7892.235,11.904,10.949,51.715
7894.052,10.861,10.988,36.180
7895.870,10.530,10.985,12.407
7897.688,10.446,10.900,8.590
7899.507,11.010,10.832,7.854
7901.326,11.337,10.787,6.810
7903.146,12.177,10.761,6.320
7904.966,11.526,10.771,6.664
7906.786,12.192,10.747,7.094
7908.607,12.280,10.741,7.341
7910.428,10.142,10.727,8.409
7912.250,11.048,10.685,18.301
7914.072,9.115,10.671,69.776
7915.895,13.785,10.721,104.970
7917.717,11.007,10.649,67.975
7919.541,10.252,10.664,17.749
7921.365,11.022,10.653,34.096
7923.189,12.466,10.642,51.498
7925.013,10.812,10.636,37.137
7926.838,10.335,10.581,11.329
7928.664,10.654,10.618,7.759
7930.490,9.618,10.600,14.808
7932.316,9.437,10.584,31.071
7934.143,10.636,10.579,35.675
7935.970,12.225,10.560,20.484
7937.797,10.439,10.527,8.100
7939.625,10.324,10.502,6.153
7941.454,11.609,10.537,6.212
7943.282,9.293,10.591,6.373
7945.112,10.077,10.590,7.377
7946.941,10.945,10.556,8.526
7948.771,11.408,10.567,13.986
7950.602,9.870,10.550,25.538
7952.433,11.020,10.506,25.918
7954.264,10.396,10.497,10.987
7956.096,10.989,10.516,5.744
7957.928,10.801,10.532,4.988
7959.760,10.713,10.527,4.958
7961.594,10.313,10.498,5.485
7963.427,9.669,10.503,14.404
7965.261,8.673,10.479,48.234
7967.095,11.229,10.465,72.844
7968.930,10.259,10.492,46.940
7970.765,9.897,10.525,16.524
7972.600,10.598,10.546,9.044
7974.436,10.349,10.524,6.416
7976.273,10.453,10.509,7.930
7978.110,10.198,10.500,14.898
7979.947,13.516,10.491,30.405
7981.785,9.289,10.505,38.664
7983.623,10.972,10.544,25.932
7985.461,11.057,10.475,6.986
7987.300,10.340,10.494,6.206
7989.139,10.609,10.521,7.009
7990.979,10.504,10.495,8.922
7992.819,9.506,10.501,28.133
7994.660,11.053,10.478,73.520
7996.501,13.293,10.475,77.154
7998.343,10.685,10.499,34.011
8000.184,11.197,10.504,9.529
8002.027,10.845,10.491,8.367
8003.870,10.822,10.497,7.817
8005.713,10.293,10.464,6.940
8007.556,10.443,10.473,6.108
8009.400,10.058,10.414,5.651
8011.245,10.451,10.386,5.815
8013.090,10.315,10.446,9.022
8014.935,9.858,10.492,23.293
8016.781,10.480,10.505,29.324
8018.627,10.687,10.506,16.792
8020.473,10.257,10.510,8.694
8022.320,9.763,10.528,10.666
8024.168,9.463,10.541,13.214
8026.016,8.855,10.517,33.528
8027.864,10.031,10.490,61.415
8029.713,11.721,10.556,48.326
8031.562,10.366,10.463,19.738
8033.411,9.904,10.441,9.933
8035.261,9.845,10.536,7.620
8037.112,12.043,10.466,6.508
8038.962,11.449,10.439,5.625
8040.814,11.185,10.449,5.560
8042.665,10.820,10.465,5.852
8044.517,10.780,10.481,5.615
8046.370,10.628,10.492,5.008
8048.223,10.816,10.485,5.297
8050.076,9.878,10.460,6.403
8051.930,10.309,10.449,11.419
8053.784,10.038,10.464,18.343
8055.639,11.275,10.487,15.918
8057.494,10.462,10.502,7.719
8059.350,10.735,10.494,5.202
8061.206,10.211,10.448,10.507
8063.062,9.915,10.490,25.360
8064.919,11.888,10.506,32.390
8066.776,12.015,10.490,17.770
8068.634,10.527,10.459,7.047
8070.492,9.974,10.433,5.408
8072.350,11.994,10.532,4.481
8074.209,11.430,10.467,4.532
8076.069,10.959,10.469,5.368
8077.928,11.143,10.480,6.420
8079.789,10.672,10.446,6.461
8081.649,10.139,10.470,5.642
8083.510,10.887,10.454,5.290
8085.372,10.884,10.410,6.322
8087.234,10.153,10.418,7.243
8089.096,9.450,10.426,6.456
8090.959,9.968,10.423,4.913
8092.822,10.170,10.458,5.818
8094.686,10.149,10.412,9.564
